L M s l' alpha Re(C) Im(C) Im(A)
3 -2 2 1 1.654 0.00706514244418670 0.00706348778433049 1.87941705381708
3 -1 2 1 1.654 0.0491758263760440 -9.50912369742779e-8 1.87941705381708
3 0 2 1 1.654 0 0.00773766318828000 1.87941705381708
3 -3 2 3 1.654 5.43310071776108e-7 -0.00573698728142011 1.87941705381708
3 -2 2 3 1.654 -0.0156341333156512 -0.0147851094743861 1.87941705381708
3 -1 2 3 1.654 -0.0161610984893371 0.00444469293201270 1.87941705381708
3 0 2 3 1.654 0 0.0111083312476510 1.87941705381708
3 1 2 3 1.654 -0.0161610984893371 -0.00444469293201270 1.87941705381708
3 2 2 3 1.654 0.0156341333156512 -0.0147851094743861 1.87941705381708
3 -3 2 5 1.654 0.000533367126191408 -0.00520342689174613 1.87941705381708
3 -2 2 5 1.654 -0.0155126080080124 -0.0218485972587166 1.87941705381708
3 -1 2 5 1.654 -0.0407392365825213 -0.0201529002596102 1.87941705381708
3 0 2 5 1.654 0 -0.0682139586209974 1.87941705381708
3 1 2 5 1.654 -0.0407392365825213 0.0201529002596102 1.87941705381708
3 2 2 5 1.654 0.0155126080080124 -0.0218485972587166 1.87941705381708
3 3 2 5 1.654 0.000533367126191408 0.00520342689174613 1.87941705381708
3 3 1 2 1.654 0.00419027618352901 2.16076337150024e-8 1.87941705381708
3 1 2 1 1.654 0.0491758263760440 9.50912369742779e-8 1.87941705381708
3 2 2 1 1.654 -0.00706514244418670 0.00706348778433049 1.87941705381708
3 3 2 3 1.654 5.43310071776108e-7 0.00573698728142011 1.87941705381708
3 -3 2 1 1.654 3.68286777171641e-7 -3.68286777171641e-7 1.87941705381708
3 3 2 1 1.654 3.68286777171641e-7 3.68286777171641e-7 1.87941705381708
3 -3 0 3 0.469 -3.08281225385012e-5 -3.08281225385012e-5 0.532918136783682
3 -2 0 3 0.469 -0.000415519046312006 4.462e-20 0.532918136783682
3 -1 0 3 0.469 -0.00142219013452760 0.00142219013452760 0.532918136783682
3 0 0 3 0.469 4.361e-19 0.00413888283638436 0.532918136783682
3 1 0 3 0.469 -0.00142219013452760 -0.00142219013452760 0.532918136783682
3 2 0 3 0.469 0.000415519046312006 -4.460e-20 0.532918136783682
3 3 0 3 0.469 -3.08281225385012e-5 3.08281225385012e-5 0.532918136783682
3 -3 1 2 0.469 -0.000750552560101199 -1.91956902718545e-7 0.532918136783682
3 -2 1 2 0.469 -0.00337298782239975 0.00348268521250682 0.532918136783682
3 -1 1 2 0.469 0.000578838715151068 0.0121235080810329 0.532918136783682
3 0 1 2 0.469 -0.000119370560745274 -3.894e-19 0.532918136783682
3 1 1 2 0.469 -0.000578838715151068 0.0121235080810329 0.532918136783682
3 2 1 2 0.469 -0.00337298782239975 -0.00348268521250683 0.532918136783682
3 3 1 2 0.469 0.000750552560101199 -1.91956902718545e-7 0.532918136783682
3 -3 1 4 0.469 -0.000642030155081788 -0.000108714361922129 0.532918136783682
3 -2 1 4 0.469 -0.00337298782239975 0.00201995824362204 0.532918136783682
3 -1 1 4 0.469 -0.00442761257298883 0.00711705679289301 0.532918136783682
3 0 1 4 0.469 -0.0146892334817529 0 0.532918136783682
3 1 1 4 0.469 0.00442761257298883 0.00711705679289301 0.532918136783682
3 2 1 4 0.469 -0.00337298782239975 -0.00201995824362204 0.532918136783682
3 3 1 4 0.469 0.000642030155081788 -0.000108714361922129 0.532918136783682
3 -1 2 1 0.469 0.00880568622494792 -6.91173129308743e-7 0.532918136783682
3 0 2 1 0.469 0 0.00138447648658954 0.532918136783682
3 1 2 1 0.469 0.00880568622494792 6.91173129308743e-7 0.532918136783682
3 -3 2 3 0.469 -2.97593533803325e-6 -0.00102425453206052 0.532918136783682
3 -2 2 3 0.469 -0.00279966976599067 -0.00263494485802485 0.532918136783682
3 -1 2 3 0.469 -0.00289913519020831 0.000791344861424712 0.532918136783682
3 0 2 3 0.469 -1.31e-19 0.00199021389224464 0.532918136783682
3 1 2 3 0.469 -0.00289913519020831 -0.000791344861424712 0.532918136783682
3 2 2 3 0.469 0.00279966976599067 -0.00263494485802485 0.532918136783682
3 3 2 3 0.469 -2.97593533803325e-6 0.00102425453206052 0.532918136783682
3 -3 2 5 0.469 9.46123404703769e-5 -0.000930830326059692 0.532918136783682
3 -2 2 5 0.469 -0.00277756675580319 -0.00390948380649532 0.532918136783682
3 -1 2 5 0.469 -0.00729884328818041 -0.00361394209242180 0.532918136783682
3 0 2 5 0.469 0 -0.0122166179211749 0.532918136783682
3 1 2 5 0.469 -0.00729884328818041 0.00361394209242180 0.532918136783682
3 2 2 5 0.469 0.00277756675580319 -0.00390948380649532 0.532918136783682
3 3 2 5 0.469 9.46123404703769e-5 0.000930830326059692 0.532918136783682
3 -2 2 1 0.469 0.00126518466320133 0.00127453894847047 0.532918136783682
3 2 2 1 0.469 -0.00126518466320133 0.00127453894847047 0.532918136783682
3 -3 2 1 0.469 -2.08203490379020e-6 2.08203490379020e-6 0.532918136783682
3 3 2 1 0.469 -2.08203490379020e-6 -2.08203490379020e-6 0.532918136783682
3 -3 0 3 1.093 -4.60343524723443e-6 -4.60343524723443e-6 1.24196060448734
3 -2 0 3 1.093 -6.20477300004569e-5 1.419e-20 1.24196060448734
3 -1 0 3 1.093 -0.000212369734335165 0.000212369734335165 1.24196060448734
3 0 0 3 1.093 1.221e-19 0.000618042149968425 1.24196060448734
3 1 0 3 1.093 -0.000212369734335165 -0.000212369734335165 1.24196060448734
3 2 0 3 1.093 6.20477300004569e-5 -1.416e-20 1.24196060448734
3 3 0 3 1.093 -4.60343524723443e-6 4.60343524723443e-6 1.24196060448734
3 -2 1 2 1.093 -0.000428969177828137 0.000554267528877873 1.24196060448734
3 -1 1 2 1.093 0.000355623462779866 0.00182384913892733 1.24196060448734
3 0 1 2 1.093 0.000474492694395809 0 1.24196060448734
3 1 1 2 1.093 -0.000355623462779866 0.00182384913892733 1.24196060448734
3 2 1 2 1.093 -0.000428969177828138 -0.000554267528877874 1.24196060448734
3 -3 1 4 1.093 -8.15129515687951e-5 -1.39650860569173e-5 1.24196060448734
3 -2 1 4 1.093 -0.000428969177828138 0.000227007151886137 1.24196060448734
3 -1 1 4 1.093 -0.000764485190987959 0.000703740485159502 1.24196060448734
3 0 1 4 1.093 -0.00278526728383322 4.107e-19 1.24196060448734
3 1 1 4 1.093 0.000764485190987959 0.000703740485159502 1.24196060448734
3 2 1 4 1.093 -0.000428969177828138 -0.000227007151886137 1.24196060448734
3 3 1 4 1.093 8.15129515687951e-5 -1.39650860569173e-5 1.24196060448734
3 -3 1 2 1.093 -0.000105793001047735 1.03149634220225e-5 1.24196060448734
3 3 1 2 1.093 0.000105793001047735 1.03149634220225e-5 1.24196060448734
3 -2 2 1 1.093 0.000893544919577039 -0.000343526300886386 1.24196060448734
3 -1 2 1 1.093 0.00264279494697760 6.54509553425567e-6 1.24196060448734
3 0 2 1 1.093 0 -0.000206378245965188 1.24196060448734
3 1 2 1 1.093 0.00264279494697760 -6.54509553425567e-6 1.24196060448734
3 2 2 1 1.093 -0.000893544919577039 -0.000343526300886386 1.24196060448734
3 -3 2 3 1.093 0.000400020319234805 -0.000354579703254667 1.24196060448734
3 -2 2 3 1.093 -0.000127004551681113 -0.00170833517532409 1.24196060448734
3 -1 2 3 1.093 -0.000880379602957884 0.000983478660657207 1.24196060448734
3 0 2 3 1.093 -3.83e-20 0.000976777439464964 1.24196060448734
3 1 2 3 1.093 -0.000880379602957884 -0.000983478660657207 1.24196060448734
3 2 2 3 1.093 0.000127004551681113 -0.00170833517532409 1.24196060448734
3 3 2 3 1.093 0.000400020319234805 0.000354579703254667 1.24196060448734
3 -3 2 5 1.093 0.000167420209408245 -0.000270055132504245 1.24196060448734
3 -2 2 5 1.093 -0.000444861017044007 -0.00136480887443770 1.24196060448734
3 -1 2 5 1.093 -0.00155277524474931 -0.000993465740063227 1.24196060448734
3 0 2 5 1.093 -3.30e-20 -0.00455113515731122 1.24196060448734
3 1 2 5 1.093 -0.00155277524474931 0.000993465740063228 1.24196060448734
3 2 2 5 1.093 0.000444861017044007 -0.00136480887443770 1.24196060448734
3 3 2 5 1.093 0.000167420209408245 0.000270055132504245 1.24196060448734
3 0 3 0 1.093 -1.43442257410710e-6 0 1.24196060448734
3 -2 3 2 1.093 0.000332459292552527 0.000873748055712141 1.24196060448734
3 -1 3 2 1.093 -6.40008618728770e-6 0.000910495203202793 1.24196060448734
3 0 3 2 1.093 0.000199415144752891 2.085e-20 1.24196060448734
3 1 3 2 1.093 6.40008618728768e-6 0.000910495203202793 1.24196060448734
3 2 3 2 1.093 0.000332459292552527 -0.000873748055712141 1.24196060448734
3 -3 3 4 1.093 0.000275386528185558 -0.000997962216143294 1.24196060448734
3 -2 3 4 1.093 0.00139329264831145 0.000337481339148964 1.24196060448734
3 -1 3 4 1.093 -0.000711294873480214 -0.000186946247520766 1.24196060448734
3 0 3 4 1.093 -0.000605433096672643 1.54e-20 1.24196060448734
3 1 3 4 1.093 0.000711294873480214 -0.000186946247520766 1.24196060448734
3 2 3 4 1.093 0.00139329264831145 -0.000337481339148964 1.24196060448734
3 3 3 4 1.093 -0.000275386528185558 -0.000997962216143294 1.24196060448734
3 -3 3 6 1.093 0.000209440673631738 -8.65812512921680e-5 1.24196060448734
3 -2 3 6 1.093 0.00105875973264856 -0.000198506416071309 1.24196060448734
3 -1 3 6 1.093 0.000451151780146291 -0.000945643388768114 1.24196060448734
3 0 3 6 1.093 0.00255806446503212 0 1.24196060448734
3 1 3 6 1.093 -0.000451151780146291 -0.000945643388768114 1.24196060448734
3 2 3 6 1.093 0.00105875973264856 0.000198506416071309 1.24196060448734
3 3 3 6 1.093 -0.000209440673631738 -8.65812512921680e-5 1.24196060448734
3 -3 2 1 1.093 0.000275311495424967 -4.18131851520154e-5 1.24196060448734
3 -1 3 0 1.093 0 -0.00100424850548377 1.24196060448734
3 -3 3 2 1.093 4.08867964321242e-5 -0.00261962254683507 1.24196060448734
3 3 2 1 1.093 0.000275311495424967 4.18131851520154e-5 1.24196060448734
3 1 3 0 1.093 0 -0.00100424850548377 1.24196060448734
3 3 3 2 1.093 -4.08867964321242e-5 -0.00261962254683507 1.24196060448734
3 -2 3 0 1.093 -2.07362311036719e-6 0 1.24196060448734
3 2 3 0 1.093 -2.07362311036719e-6 0 1.24196060448734
3 -3 3 0 1.093 0 -0.00173330064010564 1.24196060448734
3 3 3 0 1.093 0 -0.00173330064010564 1.24196060448734
3 -3 0 3 0.0576 -9.45332007997619e-7 -9.45332007997619e-7 0.0654500739418765
3 -2 0 3 0.0576 -1.27417248300091e-5 0 0.0654500739418765
3 -1 0 3 0.0576 -4.36108898278936e-5 4.36108898278936e-5 0.0654500739418765
3 0 0 3 0.0576 0 0.000126917181469602 0.0654500739418765
3 1 0 3 0.0576 -4.36108898278936e-5 -4.36108898278936e-5 0.0654500739418765
3 2 0 3 0.0576 1.27417248300091e-5 0 0.0654500739418765
3 3 0 3 0.0576 -9.45332007997619e-7 9.45332007997619e-7 0.0654500739418765
3 -3 0 3 0.0491 5.07797611796600e-6 5.07797611796600e-6 0.0557916428914260
3 -2 0 3 0.0491 6.84438629403138e-5 -7.935e-21 0.0557916428914260
3 -1 0 3 0.0491 0.000234261672254567 -0.000234261672254567 0.0557916428914260
3 0 0 3 0.0491 0 -0.000681752454174621 0.0557916428914260
3 1 0 3 0.0491 0.000234261672254567 0.000234261672254567 0.0557916428914260
3 2 0 3 0.0491 -6.84438629403138e-5 -7.935e-21 0.0557916428914260
3 3 0 3 0.0491 5.07797611796600e-6 -5.07797611796600e-6 0.0557916428914260
3 -2 1 2 0.0491 0.000551941252382483 -0.000552059211114891 0.0557916428914260
3 -1 1 2 0.0491 3.08983463011559e-5 -0.00185822180581760 0.0557916428914260
3 0 1 2 0.0491 0.000600838040455273 6.371e-20 0.0557916428914260
3 1 1 2 0.0491 -3.08983463011559e-5 -0.00185822180581760 0.0557916428914260
3 2 1 2 0.0491 0.000551941252382483 0.000552059211114891 0.0557916428914260
3 -3 1 4 0.0491 0.000113910762454945 8.93784855475002e-6 0.0557916428914260
3 -2 1 4 0.0491 0.000551941252382483 -0.000431589782497801 0.0557916428914260
3 -1 1 4 0.0491 0.000443227057613111 -0.00144589309450564 0.0557916428914260
3 0 1 4 0.0491 0.00180080433523230 0 0.0557916428914260
3 1 1 4 0.0491 -0.000443227057613111 -0.00144589309450564 0.0557916428914260
3 2 1 4 0.0491 0.000551941252382483 0.000431589782497801 0.0557916428914260
3 3 1 4 0.0491 -0.000113910762454945 8.93784855475002e-6 0.0557916428914260
3 -3 1 2 0.0491 0.000122848611009695 0 0.0557916428914260
3 3 1 2 0.0491 -0.000122848611009695 0 0.0557916428914260
3 -3 0 3 0.151 -8.16633732758119e-7 -8.16633732758119e-7 0.171579186896239
3 -2 0 3 0.151 -1.10070559567188e-5 0 0.171579186896239
3 -1 0 3 0.151 -3.76736675027992e-5 3.76736675027992e-5 0.171579186896239
3 0 0 3 0.151 1.149e-20 0.000109638572245321 0.171579186896239
3 1 0 3 0.151 -3.76736675027992e-5 -3.76736675027992e-5 0.171579186896239
3 2 0 3 0.151 1.10070559567188e-5 0 0.171579186896239
3 3 0 3 0.151 -8.16633732758119e-7 8.16633732758119e-7 0.171579186896239
3 -3 1 2 0.151 -1.97742992284458e-5 -3.99151829993067e-8 0.171579186896239
3 -2 1 2 0.151 -8.90224336062293e-5 9.16364891358783e-5 0.171579186896239
3 -1 1 2 0.151 1.49818524520284e-5 0.000319677456540777 0.171579186896239
3 0 1 2 0.151 -1.78173039985852e-6 -1.028e-20 0.171579186896239
3 1 1 2 0.151 -1.49818524520284e-5 0.000319677456540777 0.171579186896239
3 2 1 2 0.151 -8.90224336062293e-5 -9.16364891358784e-5 0.171579186896239
3 3 1 2 0.151 1.97742992284458e-5 -3.99151829993067e-8 0.171579186896239
3 -3 1 4 0.151 -1.68995521014286e-5 -2.91466231001648e-6 0.171579186896239
3 -2 1 4 0.151 -8.90224336062293e-5 5.28890051425042e-5 0.171579186896239
3 -1 1 4 0.151 -0.000117638517088781 0.000187057086999968 0.171579186896239
3 0 1 4 0.151 -0.000387735871074396 0 0.171579186896239
3 1 1 4 0.151 0.000117638517088781 0.000187057086999968 0.171579186896239
3 2 1 4 0.151 -8.90224336062293e-5 -5.28890051425042e-5 0.171579186896239
3 3 1 4 0.151 1.68995521014286e-5 -2.91466231001648e-6 0.171579186896239
3 -1 2 1 0.151 0.000231686774086808 -1.87370034155716e-7 0.171579186896239
3 0 2 1 0.151 0 3.56632899689195e-5 0.171579186896239
3 1 2 1 0.151 0.000231686774086808 1.87370034155716e-7 0.171579186896239
3 -3 2 3 0.151 -5.66217246373863e-7 -2.64498073961998e-5 0.171579186896239
3 -2 2 3 0.151 -7.36649718366553e-5 -6.72969386151658e-5 0.171579186896239
3 -1 2 3 0.151 -7.72311664955721e-5 2.02184279877080e-5 0.171579186896239
3 0 2 3 0.151 0 5.30370712626738e-5 0.171579186896239
3 1 2 3 0.151 -7.72311664955721e-5 -2.02184279877080e-5 0.171579186896239
3 2 2 3 0.151 7.36649718366553e-5 -6.72969386151658e-5 0.171579186896239
3 3 2 3 0.151 -5.66217246373863e-7 2.64498073961998e-5 0.171579186896239
3 -3 2 5 0.151 2.36285762041672e-6 -2.43189816534590e-5 0.171579186896239
3 -2 2 5 0.151 -7.28544227842342e-5 -0.000102379714635066 0.171579186896239
3 -1 2 5 0.151 -0.000192204042102534 -9.63081004579825e-5 0.171579186896239
3 0 2 5 0.151 0 -0.000322289066491502 0.171579186896239
3 1 2 5 0.151 -0.000192204042102534 9.63081004579825e-5 0.171579186896239
3 2 2 5 0.151 7.28544227842342e-5 -0.000102379714635066 0.171579186896239
3 3 2 5 0.151 2.36285762041672e-6 2.43189816534590e-5 0.171579186896239
3 -2 2 1 0.151 3.32895664035274e-5 3.50827760199001e-5 0.171579186896239
3 2 2 1 0.151 -3.32895664035274e-5 3.50827760199001e-5 0.171579186896239
3 -3 2 1 0.151 -3.99124562024871e-7 3.99124562024871e-7 0.171579186896239
3 3 2 1 0.151 -3.99124562024871e-7 -3.99124562024871e-7 0.171579186896239
3 -3 0 3 0.364 8.67943245269944e-7 8.67943245269943e-7 0.413608106160470
3 -2 0 3 0.364 1.16986348772003e-5 0 0.413608106160470
3 -1 0 3 0.364 4.00407231809581e-5 -4.00407231809581e-5 0.413608106160470
3 0 0 3 0.364 0 -0.000116527219467130 0.413608106160470
3 1 0 3 0.364 4.00407231809581e-5 4.00407231809581e-5 0.413608106160470
3 2 0 3 0.364 -1.16986348772003e-5 0 0.413608106160470
3 3 0 3 0.364 8.67943245269943e-7 -8.67943245269943e-7 0.413608106160470
3 -2 1 2 0.364 0.000103009107404962 -9.50520169156133e-5 0.413608106160470
3 -1 1 2 0.364 -1.52723991077108e-5 -0.000367839959170475 0.413608106160470
3 0 1 2 0.364 -0.000110599123863317 3.335e-20 0.413608106160470
3 1 1 2 0.364 1.52723991077108e-5 -0.000367839959170475 0.413608106160470
3 2 1 2 0.364 0.000103009107404962 9.50520169156133e-5 0.413608106160470
3 -3 1 4 0.364 1.67424145878892e-5 6.18489101107472e-6 0.413608106160470
3 -2 1 4 0.364 0.000103009107404962 -3.33347016924015e-5 0.413608106160470
3 -1 1 4 0.364 0.000195966430060361 -0.000156601130002403 0.413608106160470
3 0 1 4 0.364 0.000504151845923199 -2.39e-20 0.413608106160470
3 1 1 4 0.364 -0.000195966430060361 -0.000156601130002403 0.413608106160470
3 2 1 4 0.364 0.000103009107404962 3.33347016924015e-5 0.413608106160470
3 3 1 4 0.364 -1.67424145878892e-5 6.18489101107472e-6 0.413608106160470
3 -3 1 2 0.364 2.13213357548862e-5 1.60596984407765e-6 0.413608106160470
3 3 1 2 0.364 -2.13213357548862e-5 1.60596984407765e-6 0.413608106160470
3 -2 2 1 0.364 6.33414029791306e-6 -0.000119887118285039 0.413608106160470
3 -1 2 1 0.364 -0.000531416775952477 1.94695316927224e-5 0.413608106160470
3 0 2 1 0.364 0 3.83479885000634e-5 0.413608106160470
3 1 2 1 0.364 -0.000531416775952477 -1.94695316927224e-5 0.413608106160470
3 2 2 1 0.364 -6.33414029791306e-6 -0.000119887118285039 0.413608106160470
3 -3 2 3 0.364 3.92713049551478e-5 7.04836758314093e-5 0.413608106160470
3 -2 2 3 0.364 0.000270098342953498 9.55522742150546e-5 0.413608106160470
3 -1 2 3 0.364 0.000180428918002975 -1.14462209581456e-5 0.413608106160470
3 0 2 3 0.364 0 -0.000242774335265492 0.413608106160470
3 1 2 3 0.364 0.000180428918002975 1.14462209581456e-5 0.413608106160470
3 2 2 3 0.364 -0.000270098342953498 9.55522742150546e-5 0.413608106160470
3 3 2 3 0.364 3.92713049551478e-5 -7.04836758314093e-5 0.413608106160470
3 -3 2 5 0.364 3.14295082662298e-6 5.46461904718251e-5 0.413608106160470
3 -2 2 5 0.364 0.000155183323489593 0.000215439392500094 0.413608106160470
3 -1 2 5 0.364 0.000340207723280447 0.000340722218024137 0.413608106160470
3 0 2 5 0.364 0 0.000800425059268719 0.413608106160470
3 1 2 5 0.364 0.000340207723280447 -0.000340722218024137 0.413608106160470
3 2 2 5 0.364 -0.000155183323489593 0.000215439392500094 0.413608106160470
3 3 2 5 0.364 3.14295082662298e-6 -5.46461904718251e-5 0.413608106160470
3 0 3 0 0.364 -7.73104113660455e-7 0 0.413608106160470
3 -2 3 2 0.364 0.000115020384878874 6.19380475301590e-6 0.413608106160470
3 -1 3 2 0.364 -1.90381760216313e-5 -0.000183320236030988 0.413608106160470
3 0 3 2 0.364 -3.87868795269031e-5 0 0.413608106160470
3 1 3 2 0.364 1.90381760216313e-5 -0.000183320236030988 0.413608106160470
3 2 3 2 0.364 0.000115020384878874 -6.19380475301588e-6 0.413608106160470
3 -3 3 4 0.364 -5.44871705551571e-5 -0.000100802052707485 0.413608106160470
3 -2 3 4 0.364 -1.23377850742835e-5 0.000197524688124516 0.413608106160470
3 -1 3 4 0.364 -1.10417155387523e-6 3.99241258453635e-5 0.413608106160470
3 0 3 4 0.364 0.000155768631692896 0 0.413608106160470
3 1 3 4 0.364 1.10417155387525e-6 3.99241258453635e-5 0.413608106160470
3 2 3 4 0.364 -1.23377850742835e-5 -0.000197524688124516 0.413608106160470
3 3 3 4 0.364 5.44871705551571e-5 -0.000100802052707485 0.413608106160470
3 -3 3 6 0.364 -4.21515054393931e-5 -1.68230563409335e-5 0.413608106160470
3 -2 3 6 0.364 -0.000128684520250872 0.000127625748925405 0.413608106160470
3 -1 3 6 0.364 -0.000200108500519993 0.000206995523406715 0.413608106160470
3 0 3 6 0.364 -0.000440768740160684 0 0.413608106160470
3 1 3 6 0.364 0.000200108500519993 0.000206995523406715 0.413608106160470
3 2 3 6 0.364 -0.000128684520250872 -0.000127625748925405 0.413608106160470
3 3 3 6 0.364 4.21515054393931e-5 -1.68230563409335e-5 0.413608106160470
3 -3 2 1 0.364 2.80725389306965e-5 7.78167016175576e-6 0.413608106160470
3 -1 3 0 0.364 0 0.000201793666518113 0.413608106160470
3 -3 3 2 0.364 -7.60926398333248e-6 -0.000262939363766184 0.413608106160470
3 3 2 1 0.364 2.80725389306965e-5 -7.78167016175576e-6 0.413608106160470
3 1 3 0 0.364 0 0.000201793666518113 0.413608106160470
3 3 3 2 0.364 7.60926398333248e-6 -0.000262939363766184 0.413608106160470
3 -2 3 0 0.364 -1.32635029771474e-6 0 0.413608106160470
3 2 3 0 0.364 -1.32635029771474e-6 0 0.413608106160470
3 -3 3 0 0.364 0 -0.000174233966267202 0.413608106160470
3 3 3 0 0.364 0 -0.000174233966267202 0.413608106160470
3 -3 0 3 33.87 0 0 153.386946769113
3 -2 0 3 33.87 0 0 153.386946769113
3 -1 0 3 33.87 0 0 153.386946769113
3 0 0 3 33.87 0 0 153.386946769113
3 1 0 3 33.87 0 0 153.386946769113
3 2 0 3 33.87 0 0 153.386946769113
3 3 0 3 33.87 0 0 153.386946769113
3 -3 0 3 5.095 3.93622765222170e-13 8.45548831671916e-14 23.0737081130390
3 -2 0 3 5.095 -1.72424737769891e-13 1.21419472711022e-12 23.0737081130390
3 -1 0 3 5.095 -1.61323018052704e-12 -1.13973645503443e-13 23.0737081130390
3 0 0 3 5.095 0 -4.16285635295352e-14 23.0737081130390
3 1 0 3 5.095 -1.61323018052704e-12 1.13973645503443e-13 23.0737081130390
3 2 0 3 5.095 1.72424737769891e-13 1.21419472711022e-12 23.0737081130390
3 3 0 3 5.095 3.93622765222170e-13 -8.45548831671915e-14 23.0737081130390
3 -3 0 3 1.159 0.000337441197478063 7.24864097035917e-5 5.24875911737237
3 -2 0 3 1.159 -0.000147814646734350 0.00104089336005850 5.24875911737237
3 -1 0 3 1.159 -0.00138297469562652 -9.77062477519934e-5 5.24875911737237
3 0 0 3 1.159 0 -3.56869408169759e-5 5.24875911737237
3 1 0 3 1.159 -0.00138297469562652 9.77062477519934e-5 5.24875911737237
3 2 0 3 1.159 0.000147814646734350 0.00104089336005850 5.24875911737237
3 3 0 3 1.159 0.000337441197478063 -7.24864097035916e-5 5.24875911737237
3 -3 0 3 0.3258 0.0160237178956127 0.00344208647028542 1.47544928424497
3 -2 0 3 0.3258 -0.00701911982832165 0.0494278164185274 1.47544928424497
3 -1 0 3 0.3258 -0.0656718757078579 -0.00463967459313725 1.47544928424497
3 0 0 3 0.3258 0 -0.00169462850559562 1.47544928424497
3 1 0 3 0.3258 -0.0656718757078579 0.00463967459313725 1.47544928424497
3 2 0 3 0.3258 0.00701911982832165 0.0494278164185274 1.47544928424497
3 3 0 3 0.3258 0.0160237178956127 -0.00344208647028542 1.47544928424497
3 -3 0 3 0.1027 0.0114209179661011 0.00245334993198550 0.465097119373721
